version,cohort,model,threshold,n_images,n_failures,prevalence,auroc,ci_low,ci_high
17,properties,detection-transformer-torch,0.25,500,231,0.462,0.5557701282608346,0.5167153936469242,0.5976418320021738
17,properties,dfine-large-coco-torch,0.25,500,58,0.116,0.56999921984709,0.5014566313876614,0.6393809487071206
17,properties,dfine-medium-coco-torch,0.25,500,61,0.122,0.5592441838754247,0.4817345982306636,0.6293031219769581
17,properties,dfine-nano-coco-torch,0.25,500,127,0.254,0.5643959384433515,0.5160121009368954,0.6137335614788346
17,properties,dfine-small-coco-torch,0.25,500,74,0.148,0.5492957746478874,0.48588360398626684,0.6080925198144392
17,properties,dfine-xlarge-coco-torch,0.25,500,53,0.106,0.5499978894939006,0.47822029790923803,0.6240860051829574
17,properties,faster-rcnn-resnet50-fpn-coco-torch,0.25,500,87,0.174,0.511577746235841,0.4537789882589375,0.5694814762020932
17,properties,retinanet-resnet50-fpn-coco-torch,0.25,500,90,0.18,0.6014769647696477,0.5466537581243708,0.6543596318469266
17,properties,rfdetr-base-coco-torch,0.25,500,112,0.224,0.5941181885125184,0.5378568579693249,0.650389010269022
17,properties,rfdetr-large-coco-torch,0.25,500,107,0.214,0.5777627167011486,0.5222282921541808,0.6351135600249243
17,properties,rfdetr-medium-coco-torch,0.25,500,121,0.242,0.5797989489522232,0.5244691648191516,0.6339815493771337
17,properties,rfdetr-nano-coco-torch,0.25,500,165,0.33,0.575667118950701,0.5294171503537702,0.6234412656285059
17,properties,rfdetr-small-coco-torch,0.25,500,126,0.252,0.587153043035396,0.5339430557006742,0.6378443867893917
17,properties,rtdetr-l-coco-torch,0.25,500,61,0.122,0.5402927667201912,0.4800854290360154,0.6058159428524663
17,properties,rtdetr-v2-l-coco-torch,0.25,500,81,0.162,0.5371254309201803,0.47403643085422303,0.5974328300670831
17,properties,rtdetr-v2-m-coco-torch,0.25,500,60,0.12,0.5755113636363637,0.508500795984717,0.6451726641204012
17,properties,rtdetr-v2-s-coco-torch,0.25,500,70,0.14,0.5711461794019933,0.505686738407976,0.6295569806393113
17,properties,rtdetr-x-coco-torch,0.25,500,53,0.106,0.5376303237516357,0.46858092504298876,0.6086314385333621
17,properties,yolo11l-coco-torch,0.25,500,75,0.15,0.5603137254901961,0.4958440139796293,0.6194205948173399
17,properties,yolo11m-coco-torch,0.25,500,83,0.166,0.5313628615180145,0.4685232943693443,0.5904453125
17,properties,yolo11n-coco-torch,0.25,500,166,0.332,0.5537028352932689,0.5075697765407683,0.5980246298254085
17,properties,yolo11s-coco-torch,0.25,500,95,0.19,0.5435217673814166,0.48352158174486803,0.5954969322876866
17,properties,yolo11x-coco-torch,0.25,500,60,0.12,0.5332386363636363,0.4648597293933247,0.5963219875024893
17,properties,yolov10l-coco-torch,0.25,500,82,0.164,0.567860893919944,0.5075965798003196,0.6283595253613407
17,properties,yolov10m-coco-torch,0.25,500,93,0.186,0.5544239253916673,0.49057515501788007,0.6134033398823246
17,properties,yolov10n-coco-torch,0.25,500,201,0.402,0.5731626150185527,0.5310586513079345,0.6179969503056265
17,properties,yolov10s-coco-torch,0.25,500,113,0.226,0.5412979351032449,0.4896833022994224,0.5917436483046995
17,properties,yolov10x-coco-torch,0.25,500,72,0.144,0.5426239615784009,0.4807414352769057,0.6059670971349984
17,properties,yolov5l-coco-torch,0.25,500,67,0.134,0.5440350211988556,0.4781771293593492,0.6100976099662554
17,properties,yolov5m-coco-torch,0.25,500,84,0.168,0.5298048305860806,0.46482219012979603,0.5893376794600635
17,properties,yolov5n-coco-torch,0.25,500,206,0.412,0.5478997424212403,0.5054452348101129,0.5916398036395261
17,properties,yolov5s-coco-torch,0.25,500,105,0.21,0.5448583484026522,0.48900256150445515,0.5929547401261628
17,properties,yolov5x-coco-torch,0.25,500,61,0.122,0.5330296127562643,0.45984223131619395,0.6036407151030828
17,properties,yolov8l-coco-torch,0.25,500,63,0.126,0.5244451708982601,0.4584587514564881,0.5908645554834849
17,properties,yolov8m-coco-torch,0.25,500,81,0.162,0.544255870827072,0.47731293178496154,0.6039817179468053
17,properties,yolov8n-coco-torch,0.25,500,169,0.338,0.5568029460662507,0.5126387784435801,0.6044511765086108
17,properties,yolov8s-coco-torch,0.25,500,91,0.182,0.5219645879792579,0.4649337825942077,0.5790389894232196
17,properties,yolov8x-coco-torch,0.25,500,61,0.122,0.5574330632211808,0.48804306130895414,0.628749156070593
17,properties,yolov9c-coco-torch,0.25,500,70,0.14,0.5285215946843854,0.46757869725972023,0.5918091290257256
17,properties,yolov9e-coco-torch,0.25,500,65,0.13,0.554288240495137,0.4891188423785973,0.621687292358804
17,properties,detection-transformer-torch,0.5,500,411,0.822,0.5403783591678285,0.4833451621034786,0.6046721058691009
17,properties,dfine-large-coco-torch,0.5,500,243,0.486,0.5620326335847304,0.5196869248725067,0.603825957187835
17,properties,dfine-medium-coco-torch,0.5,500,245,0.49,0.5810804321728692,0.5391271538674927,0.6206335301364821
17,properties,dfine-nano-coco-torch,0.5,500,351,0.702,0.6122296793437733,0.5635670675010881,0.6580652929465933
17,properties,dfine-small-coco-torch,0.5,500,291,0.582,0.5926026406221739,0.5516996854585734,0.6338739575226077
17,properties,dfine-xlarge-coco-torch,0.5,500,218,0.436,0.5663510963628082,0.5238074794062362,0.6075305855735206
17,properties,faster-rcnn-resnet50-fpn-coco-torch,0.5,500,350,0.7,0.5068571428571429,0.45969961009885885,0.5539168086843019
17,properties,retinanet-resnet50-fpn-coco-torch,0.5,500,347,0.694,0.5689288203273625,0.5243865184230113,0.6129261363636364
17,properties,rfdetr-base-coco-torch,0.5,500,315,0.63,0.5951437151437151,0.5534493980435646,0.6383355929022073
17,properties,rfdetr-large-coco-torch,0.5,500,302,0.604,0.604195932838317,0.5640226153157188,0.6455931718470107
17,properties,rfdetr-medium-coco-torch,0.5,500,313,0.626,0.5947532077019015,0.5552518279415923,0.635952496621026
17,properties,rfdetr-nano-coco-torch,0.5,500,363,0.726,0.642597172789608,0.6011026493930905,0.6871100683310494
17,properties,rfdetr-small-coco-torch,0.5,500,328,0.656,0.6197089478162223,0.5756351855856979,0.6611205480477884
17,properties,rtdetr-l-coco-torch,0.5,500,295,0.59,0.5621000413393964,0.5206352005355148,0.6021063868391411
17,properties,rtdetr-v2-l-coco-torch,0.5,500,247,0.494,0.6079835496311469,0.5673643532287501,0.648025496000102
17,properties,rtdetr-v2-m-coco-torch,0.5,500,236,0.472,0.5748507318952234,0.5311306365519738,0.6158135760504803
17,properties,rtdetr-v2-s-coco-torch,0.5,500,274,0.548,0.5706511207286351,0.5292990172370535,0.6119283748154121
17,properties,rtdetr-x-coco-torch,0.5,500,282,0.564,0.5479455397228187,0.507186527492722,0.5894430801964068
17,properties,yolo11l-coco-torch,0.5,500,259,0.518,0.5581553693586888,0.5126107931969612,0.5999288676753539
17,properties,yolo11m-coco-torch,0.5,500,274,0.548,0.5549463858923842,0.5098214214040165,0.5987378254634041
17,properties,yolo11n-coco-torch,0.5,500,387,0.774,0.6093160458256157,0.5615328326647433,0.6578240473193863
17,properties,yolo11s-coco-torch,0.5,500,318,0.636,0.5750570184532449,0.5344032077415312,0.6162818781067231
17,properties,yolo11x-coco-torch,0.5,500,234,0.468,0.5492095623674571,0.506213013528737,0.5907559156851322
17,properties,yolov10l-coco-torch,0.5,500,263,0.526,0.5607963934478831,0.5192644767795402,0.6024566641757774
17,properties,yolov10m-coco-torch,0.5,500,287,0.574,0.5720420081464396,0.5294299157843169,0.6140154807392708
17,properties,yolov10n-coco-torch,0.5,500,417,0.834,0.6067868596688913,0.5559054308313027,0.6648272157333046
17,properties,yolov10s-coco-torch,0.5,500,324,0.648,0.5902865460157127,0.5456730719120625,0.6332423659656153
17,properties,yolov10x-coco-torch,0.5,500,251,0.502,0.5709051344821517,0.5269671182052572,0.6125128326403232
17,properties,yolov5l-coco-torch,0.5,500,262,0.524,0.541070626723972,0.49618216828182243,0.5827426591166416
17,properties,yolov5m-coco-torch,0.5,500,289,0.578,0.5854638482100395,0.5422787510124382,0.6283273221229239
17,properties,yolov5n-coco-torch,0.5,500,417,0.834,0.6127820635058219,0.5635378865241929,0.6676769108426936
17,properties,yolov5s-coco-torch,0.5,500,324,0.648,0.5506278058361391,0.5056382945952349,0.593910875580849
17,properties,yolov5x-coco-torch,0.5,500,243,0.486,0.5581015516164674,0.5143243507446948,0.6009392693280146
17,properties,yolov8l-coco-torch,0.5,500,245,0.49,0.5448259303721489,0.500150571860525,0.5861097785274595
17,properties,yolov8m-coco-torch,0.5,500,272,0.544,0.5880659829721362,0.5467721027132278,0.6300548210254422
17,properties,yolov8n-coco-torch,0.5,500,388,0.776,0.5672979565537555,0.5185427674522468,0.6182248313143126
17,properties,yolov8s-coco-torch,0.5,500,303,0.606,0.5628570471260324,0.5191569182758329,0.604909300964714
17,properties,yolov8x-coco-torch,0.5,500,239,0.478,0.5517321534490774,0.5077886142468407,0.5923216005067725
17,properties,yolov9c-coco-torch,0.5,500,267,0.534,0.5614762662551639,0.5186199204493928,0.6027538566339758
17,properties,yolov9e-coco-torch,0.5,500,223,0.446,0.565928995807094,0.5226380528052575,0.6111556933791447
17,properties,detection-transformer-torch,0.75,500,473,0.946,0.6003053793751468,0.49228430793199746,0.6984526848662431
17,properties,dfine-large-coco-torch,0.75,500,431,0.862,0.6451965432596927,0.5829591442524922,0.7074050059598501
17,properties,dfine-medium-coco-torch,0.75,500,431,0.862,0.6643801069302936,0.6033188910059321,0.7269451334686436
17,properties,dfine-nano-coco-torch,0.75,500,458,0.916,0.6765699729673529,0.5947737690447382,0.758983942271431
17,properties,dfine-small-coco-torch,0.75,500,457,0.914,0.6420029515037403,0.5694846616541354,0.7215499266463907
17,properties,dfine-xlarge-coco-torch,0.75,500,420,0.84,0.6643154761904762,0.6055954036735176,0.7239565236038235
17,properties,faster-rcnn-resnet50-fpn-coco-torch,0.75,500,470,0.94,0.5796099290780142,0.48191410768540893,0.6769927808544304
17,properties,retinanet-resnet50-fpn-coco-torch,0.75,500,464,0.928,0.7026460727969349,0.6151060741338575,0.7882464691341848
17,properties,rfdetr-base-coco-torch,0.75,500,448,0.896,0.6821986607142857,0.6158652609064785,0.7478882572984848
17,properties,rfdetr-large-coco-torch,0.75,500,443,0.886,0.6765276622708012,0.6122165201896276,0.7420809679804126
17,properties,rfdetr-medium-coco-torch,0.75,500,441,0.882,0.6635343402897882,0.5985070574947475,0.7350804888699897
17,properties,rfdetr-nano-coco-torch,0.75,500,452,0.904,0.6763689159292036,0.605445543182242,0.7530446535372523
17,properties,rfdetr-small-coco-torch,0.75,500,443,0.886,0.6765276622708012,0.6137203313637158,0.743262385803307
17,properties,rtdetr-l-coco-torch,0.75,500,441,0.882,0.6414735385679695,0.5705029689240616,0.7100559176446518
17,properties,rtdetr-v2-l-coco-torch,0.75,500,429,0.858,0.6742834630158574,0.6185281385624415,0.7364860865380846
17,properties,rtdetr-v2-m-coco-torch,0.75,500,427,0.854,0.6571492733630618,0.5977645246355345,0.7186572634171494
17,properties,rtdetr-v2-s-coco-torch,0.75,500,447,0.894,0.6462791777468236,0.5749251340145327,0.722808701371357
17,properties,rtdetr-x-coco-torch,0.75,500,441,0.882,0.6398785502901726,0.5698371570336173,0.7083371545748725
17,properties,yolo11l-coco-torch,0.75,500,435,0.87,0.666790450928382,0.6038204002826632,0.7335276192014936
17,properties,yolo11m-coco-torch,0.75,500,441,0.882,0.6873246473730735,0.6301111518081802,0.7496707936507936
17,properties,yolo11n-coco-torch,0.75,500,474,0.948,0.7403846153846154,0.6596967593453732,0.8231141197964245
17,properties,yolo11s-coco-torch,0.75,500,452,0.904,0.6760462758112095,0.6024260939998317,0.7594775909417721
17,properties,yolo11x-coco-torch,0.75,500,418,0.836,0.6507322908157311,0.5985986626448487,0.7092084681076212
17,properties,yolov10l-coco-torch,0.75,500,441,0.882,0.6794842230677581,0.6183367330461504,0.7407154158459578
17,properties,yolov10m-coco-torch,0.75,500,445,0.89,0.6820633299284985,0.6224347086605542,0.748697139938713
17,properties,yolov10n-coco-torch,0.75,500,476,0.952,0.6871498599439776,0.585437962357538,0.7837783552631579
17,properties,yolov10s-coco-torch,0.75,500,454,0.908,0.6439140011492052,0.5772632546721571,0.718199732689297
17,properties,yolov10x-coco-torch,0.75,500,433,0.866,0.7037330667677777,0.64678468881692,0.7640896364174213
17,properties,yolov5l-coco-torch,0.75,500,441,0.882,0.6069218647911142,0.5462424187668846,0.6728179396812614
17,properties,yolov5m-coco-torch,0.75,500,445,0.89,0.6817773237997957,0.616315372869791,0.7510442129117795
17,properties,yolov5n-coco-torch,0.75,500,480,0.96,0.6788020833333334,0.552486710726512,0.8053350797286127
17,properties,yolov5s-coco-torch,0.75,500,451,0.902,0.6546450065613829,0.5859598781554769,0.7250797450794134
17,properties,yolov5x-coco-torch,0.75,500,425,0.85,0.660235294117647,0.6020201309644494,0.7178924504818883
17,properties,yolov8l-coco-torch,0.75,500,431,0.862,0.6438010693029356,0.5842044789876171,0.7056525052456709
17,properties,yolov8m-coco-torch,0.75,500,446,0.892,0.6505979073243647,0.5832404663821878,0.7237153226043859
17,properties,yolov8n-coco-torch,0.75,500,476,0.952,0.6474964985994398,0.554060258680116,0.7589621821722515
17,properties,yolov8s-coco-torch,0.75,500,456,0.912,0.6309310207336523,0.55370665623893,0.710415299025764
17,properties,yolov8x-coco-torch,0.75,500,425,0.85,0.614243137254902,0.5628185278518458,0.6701788124069807
17,properties,yolov9c-coco-torch,0.75,500,434,0.868,0.6491586370618628,0.5952828104286345,0.7129135012756057
17,properties,yolov9e-coco-torch,0.75,500,427,0.854,0.6376279233903308,0.5847361586796944,0.6948496034246159
17,random,detection-transformer-torch,0.25,1000,323,0.323,0.6274494560321213,0.5952931319299332,0.6569233010953169
17,random,dfine-large-coco-torch,0.25,1000,53,0.053,0.5779920702914865,0.5053272898052997,0.6541034596539287
17,random,dfine-medium-coco-torch,0.25,1000,49,0.049,0.5413420888860276,0.4544433907398038,0.6312908298827429
17,random,dfine-nano-coco-torch,0.25,1000,114,0.114,0.6065601362322284,0.5559411168773927,0.6555535153902651
17,random,dfine-small-coco-torch,0.25,1000,68,0.068,0.5690324413027014,0.5019444315600105,0.6351108578039498
17,random,dfine-xlarge-coco-torch,0.25,1000,38,0.038,0.6055093555093555,0.5085912913299924,0.6991082819333699
17,random,faster-rcnn-resnet50-fpn-coco-torch,0.25,1000,147,0.147,0.5428140775653755,0.5003122985795989,0.5835464762477683
17,random,retinanet-resnet50-fpn-coco-torch,0.25,1000,88,0.088,0.6129261363636364,0.5524917232323211,0.6664921411128136
17,random,rfdetr-base-coco-torch,0.25,1000,102,0.102,0.6021769509585572,0.5476357584975853,0.6561335686119643
17,random,rfdetr-large-coco-torch,0.25,1000,100,0.1,0.6122333333333333,0.5600946530654821,0.6669062017407352
17,random,rfdetr-medium-coco-torch,0.25,1000,97,0.097,0.6072770033450925,0.5530610640508874,0.6624581751829883
17,random,rfdetr-nano-coco-torch,0.25,1000,137,0.137,0.6277541423146213,0.5861112230183968,0.6722322192295018
17,random,rfdetr-small-coco-torch,0.25,1000,97,0.097,0.6200522884771267,0.5677921802244363,0.6742103061372222
17,random,rtdetr-l-coco-torch,0.25,1000,91,0.091,0.5567765567765568,0.49773119664690274,0.6134920348858107
17,random,rtdetr-v2-l-coco-torch,0.25,1000,70,0.07,0.6001689708141321,0.5367297043297234,0.6632791503191503
17,random,rtdetr-v2-m-coco-torch,0.25,1000,54,0.054,0.6009317986062173,0.5251584004633466,0.6736084827614557
17,random,rtdetr-v2-s-coco-torch,0.25,1000,68,0.068,0.5875252461499622,0.5218732419303759,0.653463305804832
17,random,rtdetr-x-coco-torch,0.25,1000,87,0.087,0.5711246238873992,0.517275037455114,0.6265432848644146
17,random,yolo11l-coco-torch,0.25,1000,63,0.063,0.5891141942369263,0.5219742699434577,0.6598268657915977
17,random,yolo11m-coco-torch,0.25,1000,67,0.067,0.5796579801954856,0.5123335915389653,0.6516599358442834
17,random,yolo11n-coco-torch,0.25,1000,165,0.165,0.6095518054799491,0.5705652329770753,0.6516718392568982
17,random,yolo11s-coco-torch,0.25,1000,97,0.097,0.621285291867886,0.5689737768012822,0.6752705504476695
17,random,yolo11x-coco-torch,0.25,1000,50,0.05,0.647621052631579,0.5705024998872654,0.7291942792525394
17,random,yolov10l-coco-torch,0.25,1000,66,0.066,0.6348225293621439,0.5715314956350815,0.6999634131814801
17,random,yolov10m-coco-torch,0.25,1000,76,0.076,0.6041097060833903,0.540922843008202,0.66692038903297
17,random,yolov10n-coco-torch,0.25,1000,209,0.209,0.6104561484160925,0.5715611086681441,0.6466942567777135
17,random,yolov10s-coco-torch,0.25,1000,96,0.096,0.6382628134218289,0.5868696332910706,0.6918829003953401
17,random,yolov10x-coco-torch,0.25,1000,55,0.055,0.6186820586820587,0.5524386063528373,0.6864965860697568
17,random,yolov5l-coco-torch,0.25,1000,68,0.068,0.5979866195405201,0.5324648974061387,0.6627913830287037
17,random,yolov5m-coco-torch,0.25,1000,86,0.086,0.5943590656964022,0.5384813268414753,0.648993232283279
17,random,yolov5n-coco-torch,0.25,1000,225,0.225,0.6054996415770609,0.5702884265383308,0.639271395076745
17,random,yolov5s-coco-torch,0.25,1000,97,0.097,0.6052676644860774,0.5559988060372079,0.6573628215574304
17,random,yolov5x-coco-torch,0.25,1000,58,0.058,0.579874075701003,0.5137699983712926,0.6494076990080191
17,random,yolov8l-coco-torch,0.25,1000,50,0.05,0.5888631578947369,0.5050118331628617,0.6704453859700584
17,random,yolov8m-coco-torch,0.25,1000,69,0.069,0.6002584100001557,0.5377436600875742,0.6641034035877303
17,random,yolov8n-coco-torch,0.25,1000,188,0.188,0.5968517451000943,0.5585371521104543,0.6354373665627
17,random,yolov8s-coco-torch,0.25,1000,95,0.095,0.6133643501017738,0.5656184063097197,0.6616226645048576
17,random,yolov8x-coco-torch,0.25,1000,52,0.052,0.6245131450827653,0.5532156937538452,0.6984495442708334
17,random,yolov9c-coco-torch,0.25,1000,61,0.061,0.5934461146318896,0.5222107800754328,0.6658050144811922
17,random,yolov9e-coco-torch,0.25,1000,49,0.049,0.5833172385673512,0.5006923684210527,0.6696807229036671
17,random,detection-transformer-torch,0.5,1000,711,0.711,0.6341523951352693,0.5993350639124172,0.6683285806491578
17,random,dfine-large-coco-torch,0.5,1000,307,0.307,0.5904414080309845,0.5552883991800391,0.621036435650738
17,random,dfine-medium-coco-torch,0.5,1000,303,0.303,0.595830314738791,0.5639693124142076,0.6264423205518611
17,random,dfine-nano-coco-torch,0.5,1000,481,0.481,0.6289762416930047,0.5981979818964478,0.6577469595675639
17,random,dfine-small-coco-torch,0.5,1000,392,0.392,0.6060897220730398,0.5720578417640338,0.6352657349461605
17,random,dfine-xlarge-coco-torch,0.5,1000,270,0.27,0.584753932014206,0.5495564190716132,0.6174721815176699
17,random,faster-rcnn-resnet50-fpn-coco-torch,0.5,1000,667,0.667,0.5813939876908393,0.5472793989602641,0.6166445763396341
17,random,retinanet-resnet50-fpn-coco-torch,0.5,1000,511,0.511,0.6456484938710336,0.6141051109083925,0.6769119797771531
17,random,rfdetr-base-coco-torch,0.5,1000,380,0.38,0.6105263157894737,0.5784998594283379,0.6394488814548258
17,random,rfdetr-large-coco-torch,0.5,1000,361,0.361,0.6080570836530417,0.5754415239814221,0.6370148874655229
17,random,rfdetr-medium-coco-torch,0.5,1000,370,0.37,0.6147919347919348,0.5845280639891453,0.645132586631537
17,random,rfdetr-nano-coco-torch,0.5,1000,439,0.439,0.6336553258702529,0.6042966663347378,0.6608812575698977
17,random,rfdetr-small-coco-torch,0.5,1000,370,0.37,0.6215015015015015,0.5926662738250053,0.6502153992098709
17,random,rtdetr-l-coco-torch,0.5,1000,484,0.484,0.6141809212633736,0.5834751386951273,0.6417965580684607
17,random,rtdetr-v2-l-coco-torch,0.5,1000,299,0.299,0.5922022528733438,0.5573742640831549,0.6249452729771868
17,random,rtdetr-v2-m-coco-torch,0.5,1000,290,0.29,0.6048955803788246,0.571846352254387,0.6347223413098231
17,random,rtdetr-v2-s-coco-torch,0.5,1000,380,0.38,0.6032427843803057,0.5708923604065206,0.6322032652268292
17,random,rtdetr-x-coco-torch,0.5,1000,482,0.482,0.6217097358176197,0.5901505111969423,0.6489427709089928
17,random,yolo11l-coco-torch,0.5,1000,326,0.326,0.5938723125375471,0.560299396431672,0.6252902896687553
17,random,yolo11m-coco-torch,0.5,1000,345,0.345,0.5974510454696316,0.564516041710463,0.6288322173874032
17,random,yolo11n-coco-torch,0.5,1000,568,0.568,0.6512780386019823,0.6187244326690989,0.6773594677991867
17,random,yolo11s-coco-torch,0.5,1000,417,0.417,0.610721028665918,0.5799472416579049,0.6399210157143359
17,random,yolo11x-coco-torch,0.5,1000,275,0.275,0.6052664576802508,0.5704877653193303,0.6375447432095477
17,random,yolov10l-coco-torch,0.5,1000,331,0.331,0.6029741825062432,0.5709026424908684,0.6344886932042653
17,random,yolov10m-coco-torch,0.5,1000,340,0.34,0.6025133689839572,0.5708228871578939,0.6340007848485285
17,random,yolov10n-coco-torch,0.5,1000,598,0.598,0.6387252699712141,0.6092103889319617,0.6687724502218767
17,random,yolov10s-coco-torch,0.5,1000,393,0.393,0.6221688443980532,0.5897449645001968,0.6507327743691179
17,random,yolov10x-coco-torch,0.5,1000,309,0.309,0.5951835668020177,0.5609098013066837,0.6282889007009179
17,random,yolov5l-coco-torch,0.5,1000,335,0.335,0.6045067893614634,0.5735291872411856,0.6355436374110215
17,random,yolov5m-coco-torch,0.5,1000,397,0.397,0.6152194526945457,0.5844069030353948,0.6453041870392593
17,random,yolov5n-coco-torch,0.5,1000,642,0.642,0.6148558102299031,0.5821974051827904,0.6450372779070627
17,random,yolov5s-coco-torch,0.5,1000,440,0.44,0.6267573051948052,0.5953699624789732,0.6553187973452506
17,random,yolov5x-coco-torch,0.5,1000,303,0.303,0.5993342519330843,0.5651744005632968,0.6334764391370127
17,random,yolov8l-coco-torch,0.5,1000,298,0.298,0.5896145241782825,0.55560606973554,0.6233116328375806
17,random,yolov8m-coco-torch,0.5,1000,352,0.352,0.6136802048260381,0.58101456010282,0.642531725180436
17,random,yolov8n-coco-torch,0.5,1000,597,0.597,0.6323262299919781,0.5998543348144079,0.6613301166193636
17,random,yolov8s-coco-torch,0.5,1000,433,0.433,0.6017490051362261,0.5698925294052763,0.6313574644226413
17,random,yolov8x-coco-torch,0.5,1000,290,0.29,0.5894463331714425,0.5552166245584688,0.6207096089782876
17,random,yolov9c-coco-torch,0.5,1000,338,0.338,0.5763331486083054,0.5450407468094459,0.6091093864220614
17,random,yolov9e-coco-torch,0.5,1000,268,0.268,0.5977387651904412,0.5629241497121344,0.6302991793453631
17,random,detection-transformer-torch,0.75,1000,864,0.864,0.7040441176470589,0.6579776838567448,0.7464048152076519
17,random,dfine-large-coco-torch,0.75,1000,632,0.632,0.6608807443588333,0.6304428219045211,0.6916687444617874
17,random,dfine-medium-coco-torch,0.75,1000,631,0.631,0.6687625354858937,0.6386460552488803,0.7008138006956287
17,random,dfine-nano-coco-torch,0.75,1000,725,0.725,0.6829341692789969,0.6476794151049162,0.7175715241328641
17,random,dfine-small-coco-torch,0.75,1000,704,0.704,0.6773648648648649,0.6450673859723656,0.709594024277551
17,random,dfine-xlarge-coco-torch,0.75,1000,591,0.591,0.6450175617142219,0.6132690707005525,0.6748743756046731
17,random,faster-rcnn-resnet50-fpn-coco-torch,0.75,1000,870,0.87,0.6801945181255526,0.6345933617320434,0.7267479773791163
17,random,retinanet-resnet50-fpn-coco-torch,0.75,1000,784,0.784,0.6883680555555556,0.6489856173892223,0.7244888688241601
17,random,rfdetr-base-coco-torch,0.75,1000,658,0.658,0.6782203736291083,0.6453538058989423,0.7080858837695181
17,random,rfdetr-large-coco-torch,0.75,1000,631,0.631,0.6660954565171642,0.633369562697165,0.6970545690161833
17,random,rfdetr-medium-coco-torch,0.75,1000,629,0.629,0.6699334501776233,0.6384862924610515,0.7005363570215862
17,random,rfdetr-nano-coco-torch,0.75,1000,690,0.69,0.7053202431042543,0.6718489624241274,0.7343071006387105
17,random,rfdetr-small-coco-torch,0.75,1000,641,0.641,0.6862666707225392,0.6544149558615223,0.7147692134359409
17,random,rtdetr-l-coco-torch,0.75,1000,743,0.743,0.6684384999293013,0.6338013823021161,0.7002739362461241
17,random,rtdetr-v2-l-coco-torch,0.75,1000,607,0.607,0.6704142929604152,0.639633867774989,0.6968235270186628
17,random,rtdetr-v2-m-coco-torch,0.75,1000,626,0.626,0.6635458133296885,0.6333312875068194,0.6920357913702095
17,random,rtdetr-v2-s-coco-torch,0.75,1000,680,0.68,0.6540441176470588,0.6212677023924456,0.6867612021293794
17,random,rtdetr-x-coco-torch,0.75,1000,742,0.742,0.6813765435968157,0.6471734776884456,0.7146504901136429
17,random,yolo11l-coco-torch,0.75,1000,650,0.65,0.662676923076923,0.6318427979866991,0.6921788904728767
17,random,yolo11m-coco-torch,0.75,1000,666,0.666,0.6656686626746507,0.6331113837517713,0.6976451391913473
17,random,yolo11n-coco-torch,0.75,1000,778,0.778,0.7085446629148429,0.6716955320433521,0.7436113790505605
17,random,yolo11s-coco-torch,0.75,1000,693,0.693,0.6856560016169136,0.6540177946824481,0.7150650754832123
17,random,yolo11x-coco-torch,0.75,1000,602,0.602,0.6521561294846324,0.6209513915356341,0.6825498340157806
17,random,yolov10l-coco-torch,0.75,1000,633,0.633,0.6548204777216748,0.6242150740760176,0.6850369438302562
17,random,yolov10m-coco-torch,0.75,1000,657,0.657,0.6615723915136831,0.6306866901865164,0.6931161460996205
17,random,yolov10n-coco-torch,0.75,1000,784,0.784,0.689094387755102,0.6542150872337783,0.7244737921218363
17,random,yolov10s-coco-torch,0.75,1000,691,0.691,0.6737292699947077,0.6407667037455432,0.7051240410815311
17,random,yolov10x-coco-torch,0.75,1000,625,0.625,0.6592768,0.6276989795891497,0.6894575392952538
17,random,yolov5l-coco-torch,0.75,1000,672,0.672,0.6584140897212544,0.6266779692011303,0.6941548036465638
17,random,yolov5m-coco-torch,0.75,1000,687,0.687,0.6670945119540903,0.6377148653926983,0.7004876192909897
17,random,yolov5n-coco-torch,0.75,1000,838,0.838,0.7200050089867115,0.6784496594038445,0.7576955351379603
17,random,yolov5s-coco-torch,0.75,1000,718,0.718,0.6774975799600941,0.6428434089162512,0.7130754281212479
17,random,yolov5x-coco-torch,0.75,1000,624,0.624,0.653309124386252,0.6200471283607072,0.6845693164871044
17,random,yolov8l-coco-torch,0.75,1000,622,0.622,0.6543535956719236,0.624966124851446,0.6842743344795182
17,random,yolov8m-coco-torch,0.75,1000,680,0.68,0.6815808823529412,0.65101728095964,0.7117992525290877
17,random,yolov8n-coco-torch,0.75,1000,798,0.798,0.7041800044666121,0.6687960680951054,0.7392015207949927
17,random,yolov8s-coco-torch,0.75,1000,715,0.715,0.6756864188443136,0.6446724479146725,0.7066117018736612
17,random,yolov8x-coco-torch,0.75,1000,623,0.623,0.6479173674059377,0.6150388096986145,0.6785274629853613
17,random,yolov9c-coco-torch,0.75,1000,659,0.659,0.6418148888167,0.6091272489090945,0.6724220565104316
17,random,yolov9e-coco-torch,0.75,1000,604,0.604,0.6503486855308047,0.6184955973410635,0.6794886730268122
18,properties,detection-transformer-torch,0.25,500,231,0.462,0.5487294613688666,0.5095351105538792,0.5870931743274495
18,properties,dfine-large-coco-torch,0.25,500,58,0.116,0.5653378062100172,0.4945331907422208,0.6328910044240761
18,properties,dfine-medium-coco-torch,0.25,500,61,0.122,0.5625863549796483,0.4875364583475696,0.6293314482805875
18,properties,dfine-nano-coco-torch,0.25,500,127,0.254,0.5651664520487218,0.518781969493741,0.6096198896120771
