version,cohort,model,n_images,rmse,baseline_rmse,mse_skill,mae
ionescu,properties,retinanet-resnet50-fpn-coco-torch,500,0.19770166637150927,0.2334767331056052,0.2829764102200054,0.16139691229609068
ionescu,properties,rfdetr-base-coco-torch,500,0.24872914558694567,0.29689876033024415,0.2981624706326127,0.20248121882814385
ionescu,properties,rfdetr-large-coco-torch,500,0.2560798443186644,0.29930923480590266,0.2680008766890175,0.20768439259620614
ionescu,properties,rfdetr-medium-coco-torch,500,0.25691247382852944,0.30574179590535544,0.2939088673747696,0.20993184094218184
ionescu,properties,rfdetr-nano-coco-torch,500,0.25432398845314197,0.3086060357749231,0.3208498202406107,0.21330370610910132
ionescu,properties,rfdetr-small-coco-torch,500,0.2565162401497966,0.30793387364080893,0.30607137795358264,0.21118564140533072
ionescu,properties,rtdetr-l-coco-torch,500,0.20236193404039146,0.22524842106896803,0.19288739082492612,0.1640012395180036
ionescu,properties,rtdetr-v2-l-coco-torch,500,0.24398137169133832,0.285967882357673,0.272088101335927,0.19319439175547118
ionescu,properties,rtdetr-v2-m-coco-torch,500,0.22315221155463907,0.2629111027214094,0.2795820302438816,0.17262808060347443
ionescu,properties,rtdetr-v2-s-coco-torch,500,0.22261672168797517,0.25716003884820005,0.2506087800932809,0.1757539203469038
ionescu,properties,rtdetr-x-coco-torch,500,0.20171150611519242,0.2236075780998047,0.18625504568866713,0.16199217773134048
ionescu,properties,yolo11l-coco-torch,500,0.23464453950441527,0.27021838630999545,0.24596568257321405,0.18605070047215413
ionescu,properties,yolo11m-coco-torch,500,0.24036472039263979,0.2748739822886803,0.23532977505417052,0.1927988978409935
ionescu,properties,yolo11n-coco-torch,500,0.22199376183942365,0.26108833017732364,0.2770527334071361,0.17930292645273074
ionescu,properties,yolo11s-coco-torch,500,0.22817487332345218,0.2696005625609384,0.28370148958077757,0.1821137327950301
ionescu,properties,yolo11x-coco-torch,500,0.23929535005723881,0.27641871881110486,0.2505656071903656,0.18730554601202912
ionescu,properties,yolov10l-coco-torch,500,0.2416375810650295,0.2819354469166293,0.2654360761467772,0.18968970880413438
ionescu,properties,yolov10m-coco-torch,500,0.24182989442526545,0.28430451022608827,0.2764767796153422,0.1942049421318717
ionescu,properties,yolov10n-coco-torch,500,0.22275577343767355,0.26498707453647063,0.29334317648605557,0.18131459448201537
ionescu,properties,yolov10s-coco-torch,500,0.23980966827387848,0.285493788466802,0.29443009344852566,0.1924430217256225
ionescu,properties,yolov10x-coco-torch,500,0.24064193590743407,0.27981194863256825,0.2603775013490376,0.1907262965472346
ionescu,properties,yolov5l-coco-torch,500,0.2290438729503961,0.2623087339165883,0.23754914666574467,0.18034802856586923
ionescu,properties,yolov5m-coco-torch,500,0.22990181038065802,0.2659402635772308,0.2526628136336473,0.18232924156767275
ionescu,properties,yolov5n-coco-torch,500,0.20947452402494646,0.24402248336807966,0.26310987015870935,0.17092498765307662
ionescu,properties,yolov5s-coco-torch,500,0.23536031882913638,0.2705222244890903,0.243061513463531,0.19183305513491716
ionescu,properties,yolov5x-coco-torch,500,0.2347262180310158,0.26865338420319856,0.23662387804105145,0.1849491838901074
ionescu,properties,yolov8l-coco-torch,500,0.23653945575872692,0.2714873571320014,0.24088431166876945,0.1855505325455166
ionescu,properties,yolov8m-coco-torch,500,0.22829081357733674,0.264756211066651,0.25649386378142247,0.1805292726782863
ionescu,properties,yolov8n-coco-torch,500,0.21552188303705064,0.2501621682049959,0.25776833024880974,0.1741386794315547
ionescu,properties,yolov8s-coco-torch,500,0.2244533001434368,0.25890222094371046,0.24841095977889582,0.1798822945515921
ionescu,properties,yolov8x-coco-torch,500,0.23631726452516388,0.27200470878105426,0.24518928430158116,0.186257230806947
ionescu,properties,yolov9c-coco-torch,500,0.23614439070205004,0.2709524672190925,0.24042782335358437,0.18682193524416935
ionescu,properties,yolov9e-coco-torch,500,0.23573480847858172,0.27227751466510214,0.25040984416645673,0.18361713864608448
ionescu,random,detection-transformer-torch,1000,0.230898450597284,0.24902906059484176,0.14030979864672843,0.18444261202496273
ionescu,random,dfine-large-coco-torch,1000,0.2269831692462311,0.24479345190476193,0.14021924833784838,0.18899134144558977
ionescu,random,dfine-medium-coco-torch,1000,0.22254664487685588,0.24240407117141272,0.1571267259046939,0.183731189196285
ionescu,random,dfine-nano-coco-torch,1000,0.24044286775919257,0.26135353149935625,0.1536167643554508,0.20109355184047537
ionescu,random,dfine-small-coco-torch,1000,0.22894690254536093,0.2503031942093241,0.16336359010445112,0.1890233761686235
ionescu,random,dfine-xlarge-coco-torch,1000,0.21851709204500083,0.23727151106944286,0.15183639520110337,0.18011780485098952
ionescu,random,faster-rcnn-resnet50-fpn-coco-torch,1000,0.2094107768491824,0.21977029539796056,0.09205389071497827,0.16569778909153757
ionescu,random,retinanet-resnet50-fpn-coco-torch,1000,0.21699454822732567,0.2380885327879483,0.16934499130216585,0.17754667300633742
ionescu,random,rfdetr-base-coco-torch,1000,0.24836389056411137,0.2696971954409967,0.15194494315894924,0.208271276365823
ionescu,random,rfdetr-large-coco-torch,1000,0.24857864737312854,0.26826512701697014,0.14138355924334234,0.20735474063863388
ionescu,random,rfdetr-medium-coco-torch,1000,0.25050803427585316,0.2727825792977887,0.15664571652005188,0.20837860178761536
ionescu,random,rfdetr-nano-coco-torch,1000,0.2569081843466087,0.27937323142280307,0.1543584816204805,0.21657613207320572
ionescu,random,rfdetr-small-coco-torch,1000,0.24783282684207797,0.2705502001330606,0.16088411603740105,0.20582316962666816
ionescu,random,rtdetr-l-coco-torch,1000,0.2366056517097277,0.256958169475552,0.15213761399975334,0.19584205661770698
ionescu,random,rtdetr-v2-l-coco-torch,1000,0.2347595651559077,0.254634072681764,0.15001050136293292,0.19421222786742065
ionescu,random,rtdetr-v2-m-coco-torch,1000,0.2196207200269236,0.241980931816995,0.1762710443165545,0.18111958221454735
ionescu,random,rtdetr-v2-s-coco-torch,1000,0.22876308391437178,0.2511739087063294,0.17048768672598047,0.19000875637536724
ionescu,random,rtdetr-x-coco-torch,1000,0.23690872315276712,0.2537051939718706,0.12802629768027385,0.19545898965077219
ionescu,random,yolo11l-coco-torch,1000,0.23403970164499133,0.25337289592050305,0.14678445151410546,0.1938859983780846
ionescu,random,yolo11m-coco-torch,1000,0.23116057894454595,0.24913908388376396,0.1391176167826761,0.19319269793521182
ionescu,random,yolo11n-coco-torch,1000,0.24476767660747786,0.26703423519254366,0.15981631624671477,0.20239610452046614
ionescu,random,yolo11s-coco-torch,1000,0.23758657038589096,0.25815691913489375,0.1530139883005005,0.19959787476251326
ionescu,random,yolo11x-coco-torch,1000,0.22573597990637648,0.2454554047906103,0.15422201987695439,0.18927256638978818
ionescu,random,yolov10l-coco-torch,1000,0.23196765684593187,0.2518428982577686,0.1516101697875838,0.1919885799242701
ionescu,random,yolov10m-coco-torch,1000,0.23754357470374382,0.25557184127195465,0.13610577320973527,0.1970588150885842
ionescu,random,yolov10n-coco-torch,1000,0.2562127918647917,0.27617403264744544,0.13933144764478866,0.21040377376395986
ionescu,random,yolov10s-coco-torch,1000,0.23926861489229026,0.258981850637935,0.1464424441894443,0.19938821985322938
ionescu,random,yolov10x-coco-torch,1000,0.23039779070481617,0.24926887443299803,0.14568011448105844,0.19195797961000802
ionescu,random,yolov5l-coco-torch,1000,0.22881561196951963,0.24835211863546963,0.15114098124232833,0.18996144834499096
ionescu,random,yolov5m-coco-torch,1000,0.23685968488445142,0.25665215268495745,0.14828857739548573,0.1978206957278407
ionescu,random,yolov5n-coco-torch,1000,0.2424711938773664,0.2576710648252775,0.11449911961158254,0.1929402897739645
ionescu,random,yolov5s-coco-torch,1000,0.24102665947600127,0.25838037241246287,0.12981594002886998,0.202351193059416
ionescu,random,yolov5x-coco-torch,1000,0.2293748358837571,0.24509766099771796,0.12418332778447883,0.1899329765404346
ionescu,random,yolov8l-coco-torch,1000,0.22710957102686544,0.2451995731419686,0.14211029856586044,0.18863529873223778
ionescu,random,yolov8m-coco-torch,1000,0.23457059749367964,0.2512232793836106,0.1281788767769425,0.19488531867143707
ionescu,random,yolov8n-coco-torch,1000,0.24613705487425253,0.2652920008793042,0.13919320008003844,0.19920357968618402
ionescu,random,yolov8s-coco-torch,1000,0.23801610269720955,0.2570620675286604,0.1426923737808954,0.1981214519293844
ionescu,random,yolov8x-coco-torch,1000,0.22917799684498252,0.2460754714776056,0.1326204344645191,0.19112077659915938
ionescu,random,yolov9c-coco-torch,1000,0.23054420676970197,0.24978328045056347,0.14811357623717447,0.19248409585959647
ionescu,random,yolov9e-coco-torch,1000,0.22550030673447818,0.24365194554944103,0.1434464747560451,0.18715769281429698
ic9600,properties,detection-transformer-torch,500,0.2191128921973222,0.22380090045050396,0.04145566758162422,0.18022748726703292
ic9600,properties,dfine-large-coco-torch,500,0.243981501252265,0.26339013958050617,0.1419456968831898,0.19204863515379314
ic9600,properties,dfine-medium-coco-torch,500,0.24619882647354951,0.2680410321127527,0.1563362405289931,0.1923155898338581
ic9600,properties,dfine-nano-coco-torch,500,0.245307318638754,0.27178514685522126,0.1853527921174729,0.19813505401197773
ic9600,properties,dfine-small-coco-torch,500,0.23299288825225953,0.253275423382598,0.15374893138045442,0.18277057796944834
ic9600,properties,dfine-xlarge-coco-torch,500,0.24275022130581686,0.26484857955607183,0.15991356353431418,0.19112629289013433
ic9600,properties,faster-rcnn-resnet50-fpn-coco-torch,500,0.19185715636588244,0.18987239115953478,-0.021015574951324112,0.15614490829806327
ic9600,properties,retinanet-resnet50-fpn-coco-torch,500,0.22066622428291732,0.2334767331056052,0.10672637235106142,0.18093880124058956
ic9600,properties,rfdetr-base-coco-torch,500,0.26715731190851943,0.29689876033024415,0.19031263633855133,0.2178753486551536
ic9600,properties,rfdetr-large-coco-torch,500,0.273588874476294,0.29930923480590266,0.16448041921335055,0.22248772155054036
ic9600,properties,rfdetr-medium-coco-torch,500,0.2764065616407368,0.30574179590535544,0.18268951073919637,0.2253072980713395
ic9600,properties,rfdetr-nano-coco-torch,500,0.27166657735166916,0.3086060357749231,0.22506800743277933,0.22485137179968917
ic9600,properties,rfdetr-small-coco-torch,500,0.2763763037244108,0.30793387364080893,0.19446080240583397,0.22591829718318643
ic9600,properties,rtdetr-l-coco-torch,500,0.2165131604278453,0.22524842106896803,0.07605719442165115,0.17494692736641473
ic9600,properties,rtdetr-v2-l-coco-torch,500,0.25804720528485675,0.285967882357673,0.18573868713332087,0.2020284187516262
ic9600,properties,rtdetr-v2-m-coco-torch,500,0.24273987180711937,0.2629111027214094,0.14755889563895486,0.18920638982605342
ic9600,properties,rtdetr-v2-s-coco-torch,500,0.2407173470581976,0.25716003884820005,0.12379079483820499,0.18954595404209362
ic9600,properties,rtdetr-x-coco-torch,500,0.2158069649078648,0.2236075780998047,0.06855357913673799,0.1744556123536871
ic9600,properties,yolo11l-coco-torch,500,0.2529783954070897,0.27021838630999545,0.12352996089861268,0.20230379404771867
ic9600,properties,yolo11m-coco-torch,500,0.25745279521708236,0.2748739822886803,0.12274075444492072,0.20593339966141394
ic9600,properties,yolo11n-coco-torch,500,0.23949859788869896,0.26108833017732364,0.15854474083354797,0.19526097349531937
ic9600,properties,yolo11s-coco-torch,500,0.248655565757734,0.2696005625609384,0.14934241037343288,0.19841346482965433
ic9600,properties,yolo11x-coco-torch,500,0.2567409781209825,0.27641871881110486,0.1373085706365088,0.20185881422403787
ic9600,properties,yolov10l-coco-torch,500,0.25977499843556745,0.2819354469166293,0.15102414698055433,0.20388495636174508
ic9600,properties,yolov10m-coco-torch,500,0.2637670934208794,0.28430451022608827,0.13925654615120542,0.21207593619618575
ic9600,properties,yolov10n-coco-torch,500,0.24198074166688527,0.26498707453647063,0.16610335630208473,0.19728349556282915
ic9600,properties,yolov10s-coco-torch,500,0.25995981455545764,0.285493788466802,0.17087671950324934,0.20902425702980948
ic9600,properties,yolov10x-coco-torch,500,0.26054731414220483,0.27981194863256825,0.13295689433013902,0.2069132339281497
ic9600,properties,yolov5l-coco-torch,500,0.24952161887926236,0.2623087339165883,0.0951202771089259,0.19764407638926168
ic9600,properties,yolov5m-coco-torch,500,0.2502660351512064,0.2659402635772308,0.11440401898325925,0.19894142622173197
ic9600,properties,yolov5n-coco-torch,500,0.23194386651148574,0.24402248336807966,0.09654588547774379,0.19062499890215634
ic9600,properties,yolov5s-coco-torch,500,0.25381639396808464,0.2705222244890903,0.11969445090546327,0.20508343013963204
ic9600,properties,yolov5x-coco-torch,500,0.2539810004808089,0.26865338420319856,0.10624635119682968,0.20084787012626892
ic9600,properties,yolov8l-coco-torch,500,0.25518073388463847,0.2714873571320014,0.11652036180261538,0.20103424019272384
ic9600,properties,yolov8m-coco-torch,500,0.24897402288871326,0.264756211066651,0.11566714826627944,0.19691011562748484
ic9600,properties,yolov8n-coco-torch,500,0.23616347415912353,0.2501621682049959,0.10878560368283585,0.19116465779718492
ic9600,properties,yolov8s-coco-torch,500,0.24314919398278845,0.25890222094371046,0.11798876619452969,0.19495115117475276
ic9600,properties,yolov8x-coco-torch,500,0.25468937837758887,0.27200470878105426,0.12326403530041363,0.20183707606482554
ic9600,properties,yolov9c-coco-torch,500,0.25599215166129546,0.2709524672190925,0.1073790378465026,0.2028547997739118
ic9600,properties,yolov9e-coco-torch,500,0.255399505753655,0.27227751466510214,0.12013397245432456,0.2004467426955435
ic9600,random,detection-transformer-torch,1000,0.23633319086112775,0.24902906059484176,0.09936384611765181,0.1895074361919031
ic9600,random,dfine-large-coco-torch,1000,0.23323599226077388,0.24479345190476193,0.09219713813340269,0.1939141964422146
ic9600,random,dfine-medium-coco-torch,1000,0.23001339724025377,0.24240407117141272,0.09961874296977669,0.18980373674239753
ic9600,random,dfine-nano-coco-torch,1000,0.24567815491383047,0.26135353149935625,0.1163580242801302,0.2041415316289432
ic9600,random,dfine-small-coco-torch,1000,0.23680787872921952,0.2503031942093241,0.10492482652565438,0.1960683422060726
ic9600,random,dfine-xlarge-coco-torch,1000,0.22574825212791788,0.23727151106944286,0.09477278815248036,0.18789162493607467
ic9600,random,faster-rcnn-resnet50-fpn-coco-torch,1000,0.2152857123266177,0.21977029539796056,0.040395153203503176,0.16846169138574704
ic9600,random,retinanet-resnet50-fpn-coco-torch,1000,0.22667298492263466,0.2380885327879483,0.09359442127071338,0.1857646102006252
ic9600,random,rfdetr-base-coco-torch,1000,0.25745368773278776,0.2696971954409967,0.08873356634902585,0.21504821396105
ic9600,random,rfdetr-large-coco-torch,1000,0.2582977044958131,0.26826512701697014,0.07292973372006117,0.21495421638877185
ic9600,random,rfdetr-medium-coco-torch,1000,0.2595960072900429,0.2727825792977887,0.09434507335306275,0.2164328130648719
ic9600,random,rfdetr-nano-coco-torch,1000,0.2645326091150116,0.27937323142280307,0.10342040936292729,0.2211756556320634
ic9600,random,rfdetr-small-coco-torch,1000,0.25771477229958284,0.2705502001330606,0.09263315269275552,0.21604769004181373
ic9600,random,rtdetr-l-coco-torch,1000,0.24134441168344115,0.256958169475552,0.11783538234879487,0.2023278898238243
ic9600,random,rtdetr-v2-l-coco-torch,1000,0.24077649804320372,0.254634072681764,0.1058813482573081,0.199730781451517
ic9600,random,rtdetr-v2-m-coco-torch,1000,0.22842839940120152,0.241980931816995,0.1088764854105887,0.18845955708025688
ic9600,random,rtdetr-v2-s-coco-torch,1000,0.23801737890960908,0.2511739087063294,0.10201664088213602,0.19932133309848776
ic9600,random,rtdetr-x-coco-torch,1000,0.2406625718037356,0.2537051939718706,0.10017430599319876,0.20064179259867013
ic9600,random,yolo11l-coco-torch,1000,0.24073838408161063,0.25337289592050305,0.0972440246459092,0.20135515214741492
ic9600,random,yolo11m-coco-torch,1000,0.23518717533396596,0.24913908388376396,0.10886490825210882,0.19536411041501592
ic9600,random,yolo11n-coco-torch,1000,0.2523855953839548,0.26703423519254366,0.1067043044206738,0.20741375639482812
ic9600,random,yolo11s-coco-torch,1000,0.24480231051973408,0.25815691913489375,0.10078511779884514,0.20307586595314447
ic9600,random,yolo11x-coco-torch,1000,0.23242026640925406,0.2454554047906103,0.10339162665218915,0.19342448480157373
ic9600,random,yolov10l-coco-torch,1000,0.23796589120714093,0.2518428982577686,0.10716746697117052,0.19747806334880896
ic9600,random,yolov10m-coco-torch,1000,0.24353524409447294,0.25557184127195465,0.09197535186002492,0.20249141767927223
ic9600,random,yolov10n-coco-torch,1000,0.26577757349636566,0.27617403264744544,0.07387207127922701,0.2169254785358668
ic9600,random,yolov10s-coco-torch,1000,0.24656810202715776,0.258981850637935,0.09356821843969454,0.20414605017044318
ic9600,random,yolov10x-coco-torch,1000,0.23583641685427995,0.24926887443299803,0.10487099393047727,0.19629623574134378
ic9600,random,yolov5l-coco-torch,1000,0.23569440357896684,0.24835211863546963,0.09933600284857236,0.19526016898401286
ic9600,random,yolov5m-coco-torch,1000,0.24452135377630585,0.25665215268495745,0.09229702140576557,0.20435133929922966
ic9600,random,yolov5n-coco-torch,1000,0.25062720736290106,0.2576710648252775,0.05392596036726682,0.20033422455639072
ic9600,random,yolov5s-coco-torch,1000,0.246651548772817,0.25838037241246287,0.08872668290043562,0.20520840905246393
ic9600,random,yolov5x-coco-torch,1000,0.23300540119747418,0.24509766099771796,0.09623890238601496,0.19207999332648223
ic9600,random,yolov8l-coco-torch,1000,0.23276076025457457,0.2451995731419686,0.09888521695604646,0.1941942564307398
ic9600,random,yolov8m-coco-torch,1000,0.23988365181916727,0.2512232793836106,0.08823788577003822,0.1985326277297969
ic9600,random,yolov8n-coco-torch,1000,0.25600828886541127,0.2652920008793042,0.06876402914092361,0.20735468567025692
ic9600,random,yolov8s-coco-torch,1000,0.24652221819790499,0.2570620675286604,0.08032127240726294,0.20372051605672803
ic9600,random,yolov8x-coco-torch,1000,0.23378365822143996,0.2460754714776056,0.0974076495318944,0.1942338864250978
ic9600,random,yolov9c-coco-torch,1000,0.23735559319763583,0.24978328045056347,0.09703231059853357,0.19667062141232827
ic9600,random,yolov9e-coco-torch,1000,0.2324385717609981,0.24365194554944103,0.08992616306321255,0.1937274366814767
