version,cohort,model,n_images,rmse,baseline_rmse,mse_skill,mae
16,random,dfine-xlarge-coco-torch,1000,0.22406420613773959,0.23727151106944286,0.10822811448499903,0.1866101460903529
16,random,faster-rcnn-resnet50-fpn-coco-torch,1000,0.21355607219281467,0.21977029539796056,0.055752453077913655,0.16870910156633248
16,random,retinanet-resnet50-fpn-coco-torch,1000,0.223983904820547,0.2380885327879483,0.11497270303688589,0.18374705854975396
16,random,rfdetr-base-coco-torch,1000,0.25314761827841403,0.2696971954409967,0.11896161351522438,0.21279152312345442
16,random,rfdetr-large-coco-torch,1000,0.25167118084694134,0.26826512701697014,0.11988680376728933,0.21005128465455553
16,random,rfdetr-medium-coco-torch,1000,0.2540697551773299,0.2727825792977887,0.13249362467166326,0.21280088923140048
16,random,rfdetr-nano-coco-torch,1000,0.25715034509162477,0.27937323142280307,0.15276353287537914,0.21681053898182964
16,random,rfdetr-small-coco-torch,1000,0.25105754998258334,0.2705502001330606,0.13890542409578788,0.2109311675065896
16,random,rtdetr-l-coco-torch,1000,0.24136330113726426,0.256958169475552,0.11769728708647842,0.20197995518184966
16,random,rtdetr-v2-l-coco-torch,1000,0.23583908648649884,0.254634072681764,0.14217532324129878,0.19558282280089895
16,random,rtdetr-v2-m-coco-torch,1000,0.22694677185055734,0.241980931816995,0.12039896912797898,0.18835010386045622
16,random,rtdetr-v2-s-coco-torch,1000,0.23662231110195098,0.2511739087063294,0.1125123145895689,0.19757231881199075
16,random,rtdetr-x-coco-torch,1000,0.23902099601221355,0.2537051939718706,0.11240798450495448,0.19859352391714247
16,random,yolo11l-coco-torch,1000,0.23781640930975295,0.25337289592050305,0.11902552653620047,0.19898982821445407
16,random,yolo11m-coco-torch,1000,0.2331785453346504,0.24913908388376396,0.12402149188474465,0.1941324732645428
16,random,yolo11n-coco-torch,1000,0.24909539812744821,0.26703423519254366,0.12984319465832472,0.20659661692451223
16,random,yolo11s-coco-torch,1000,0.24118000432231104,0.25815691913489375,0.12719935571131225,0.20179529555446737
16,random,yolo11x-coco-torch,1000,0.22827332437013176,0.2454554047906103,0.13510153135021208,0.18969400078941034
16,random,yolov10l-coco-torch,1000,0.2349889251451784,0.2518428982577686,0.12936650314034337,0.19617123168050124
16,random,yolov10m-coco-torch,1000,0.2403002778440699,0.25557184127195465,0.115938369110274,0.1995714007216558
16,random,yolov10n-coco-torch,1000,0.2560290097657545,0.27617403264744544,0.14056572437342585,0.210644352413799
16,random,yolov10s-coco-torch,1000,0.24249467216061366,0.258981850637935,0.12327025241362632,0.2019958008942914
16,random,yolov10x-coco-torch,1000,0.23468807464993008,0.24926887443299803,0.11356695236515824,0.19584095825302208
16,random,yolov5l-coco-torch,1000,0.2324165434268515,0.24835211863546963,0.12421331638423228,0.19344620093393938
16,random,yolov5m-coco-torch,1000,0.24221567742075834,0.25665215268495745,0.10933440541722816,0.20252428702003636
16,random,yolov5n-coco-torch,1000,0.24466010833387636,0.2576710648252775,0.0984391942474393,0.197506349492683
16,random,yolov5s-coco-torch,1000,0.24429030782862549,0.25838037241246287,0.10609074483647796,0.20502666171977285
16,random,yolov5x-coco-torch,1000,0.2304272527192635,0.24509766099771796,0.1161280523831576,0.19045420212563172
16,random,yolov8l-coco-torch,1000,0.23058237512104912,0.2451995731419686,0.11567317897633267,0.19205604987587707
16,random,yolov8m-coco-torch,1000,0.2359289155984012,0.2512232793836106,0.11805280720816125,0.19491099863404365
16,random,yolov8n-coco-torch,1000,0.2496166455212122,0.2652920008793042,0.11468305912724219,0.20420960127550883
16,random,yolov8s-coco-torch,1000,0.240890268690193,0.2570620675286604,0.12186250811960864,0.19961015928646322
16,random,yolov8x-coco-torch,1000,0.23211000524052763,0.2460754714776056,0.11028467537623299,0.19456913280853377
16,random,yolov9c-coco-torch,1000,0.23597252803315702,0.24978328045056347,0.10752479229439127,0.1962319654972075
16,random,yolov9e-coco-torch,1000,0.2300114773630996,0.24365194554944103,0.10883268881865826,0.1909870016296429
17,properties,detection-transformer-torch,500,0.21410534498958436,0.22380090045050396,0.08476765616368609,0.17849160681871723
17,properties,dfine-large-coco-torch,500,0.2424916021548222,0.26339013958050617,0.15239329998748952,0.19162261968222596
17,properties,dfine-medium-coco-torch,500,0.24732821962566034,0.2680410321127527,0.1485781731927105,0.19552465345001857
17,properties,dfine-nano-coco-torch,500,0.245502128063915,0.27178514685522126,0.18405838336609892,0.2000791914629571
17,properties,dfine-small-coco-torch,500,0.23212295630496715,0.253275423382598,0.16005647575420445,0.18432253477155328
17,properties,dfine-xlarge-coco-torch,500,0.2442455841569003,0.26484857955607183,0.14953167141094903,0.19426010783742845
17,properties,faster-rcnn-resnet50-fpn-coco-torch,500,0.18915628054739467,0.18987239115953478,0.007528848077358208,0.15390642156533446
17,properties,retinanet-resnet50-fpn-coco-torch,500,0.21503564649626822,0.2334767331056052,0.15173079261365796,0.179000232406907
17,properties,rfdetr-base-coco-torch,500,0.26702050106812625,0.29689876033024415,0.19114170326012714,0.22002374992289722
17,properties,rfdetr-large-coco-torch,500,0.2709925946194202,0.29930923480590266,0.18026285858918212,0.22277268681864176
17,properties,rfdetr-medium-coco-torch,500,0.27575126552608875,0.30574179590535544,0.1865602257916974,0.22814899169535705
17,properties,rfdetr-nano-coco-torch,500,0.27345864397277664,0.3086060357749231,0.21481050579137873,0.2270957672026654
17,properties,rfdetr-small-coco-torch,500,0.275885276981819,0.30793387364080893,0.19732059835572624,0.22838905589289496
17,properties,rtdetr-l-coco-torch,500,0.2130603930076165,0.22524842106896803,0.10529073050020521,0.17410529818217857
17,properties,rtdetr-v2-l-coco-torch,500,0.25905241487413244,0.285967882357673,0.1793825051499789,0.20689913577817629
17,properties,rtdetr-v2-m-coco-torch,500,0.24160349613748977,0.2629111027214094,0.15552154204482327,0.19187438115869754
17,properties,rtdetr-v2-s-coco-torch,500,0.23658976482119637,0.25716003884820005,0.15358190413385475,0.19002317137421074
17,properties,rtdetr-x-coco-torch,500,0.21256609122313183,0.2236075780998047,0.09631944463734232,0.17494711368358362
17,properties,yolo11l-coco-torch,500,0.24961987052407728,0.27021838630999545,0.14664740221681638,0.19925607003094034
17,properties,yolo11m-coco-torch,500,0.25537020276996786,0.2748739822886803,0.13687603762719014,0.20399759442258858
17,properties,yolo11n-coco-torch,500,0.2370696441998031,0.26108833017732364,0.17552598127509855,0.19587817205488267
17,properties,yolo11s-coco-torch,500,0.2477563931761368,0.2696005625609384,0.1554834754949329,0.19880830139908848
17,properties,yolo11x-coco-torch,500,0.2563387487418396,0.27641871881110486,0.14000956541166787,0.2032713055766909
17,properties,yolov10l-coco-torch,500,0.25777295601539846,0.2819354469166293,0.1640595513511861,0.20700647400367825
17,properties,yolov10m-coco-torch,500,0.26058342315231536,0.28430451022608827,0.15990950515865676,0.21127493733279074
17,properties,yolov10n-coco-torch,500,0.2397069825114775,0.26498707453647063,0.18170105971670802,0.1959960621526107
17,properties,yolov10s-coco-torch,500,0.2604393715687565,0.285493788466802,0.1678148722016125,0.21298436009392385
17,properties,yolov10x-coco-torch,500,0.2560523500609021,0.27981194863256825,0.16261530219382425,0.20324841003168972
17,properties,yolov5l-coco-torch,500,0.24669236378700982,0.2623087339165883,0.11552429058573899,0.19616360065382604
17,properties,yolov5m-coco-torch,500,0.24686045711802412,0.2659402635772308,0.13834211219974302,0.1988637641729372
17,properties,yolov5n-coco-torch,500,0.22343168066078783,0.24402248336807966,0.16164140811932104,0.18447547814893897
17,properties,yolov5s-coco-torch,500,0.2503354039607549,0.2705222244890903,0.14367494886246712,0.2057082458262264
17,properties,yolov5x-coco-torch,500,0.25021206159695075,0.26865338420319856,0.13257516716902296,0.19877316277260054
17,properties,yolov8l-coco-torch,500,0.25299457466087333,0.2714873571320014,0.13159323791367128,0.1998477511233037
17,properties,yolov8m-coco-torch,500,0.24477651667189262,0.264756211066651,0.1452341043838722,0.19357103501627881
17,properties,yolov8n-coco-torch,500,0.2320978477403222,0.2501621682049959,0.13920653404053784,0.1897079932654669
17,properties,yolov8s-coco-torch,500,0.24279495211396201,0.25890222094371046,0.12055688252918706,0.19251379504974256
17,properties,yolov8x-coco-torch,500,0.25333004869499676,0.27200470878105426,0.13259770173426377,0.20121791878915024
17,properties,yolov9c-coco-torch,500,0.2531811110723988,0.2709524672190925,0.12687508142311033,0.20060944389330002
17,properties,yolov9e-coco-torch,500,0.2528682906396698,0.27227751466510214,0.1374879125283881,0.20068353527708582
17,random,detection-transformer-torch,1000,0.23404986804646297,0.24902906059484176,0.11668269120129993,0.18948402446697252
17,random,dfine-large-coco-torch,1000,0.2340386062649764,0.24479345190476193,0.08593850761941546,0.1967235030529129
17,random,dfine-medium-coco-torch,1000,0.23030471555791954,0.24240407117141272,0.09733658323689953,0.19365157718232245
17,random,dfine-nano-coco-torch,1000,0.24441064795000964,0.26135353149935625,0.12545230568933308,0.20465301178762232
17,random,dfine-small-coco-torch,1000,0.23685553229845197,0.2503031942093241,0.10456455288420508,0.197560252357235
17,random,dfine-xlarge-coco-torch,1000,0.2272302789209211,0.23727151106944286,0.08284822488674393,0.19294657510199725
17,random,faster-rcnn-resnet50-fpn-coco-torch,1000,0.21340584710878965,0.21977029539796056,0.05708043943631724,0.16884123853989977
17,random,retinanet-resnet50-fpn-coco-torch,1000,0.22272788389477646,0.2380885327879483,0.12487070034146641,0.18091194223442172
17,random,rfdetr-base-coco-torch,1000,0.25386840892936047,0.2696971954409967,0.11393728564312666,0.21376304852281844
17,random,rfdetr-large-coco-torch,1000,0.25320889197286994,0.26826512701697014,0.10909896255101459,0.21281693134239837
17,random,rfdetr-medium-coco-torch,1000,0.25680115836487205,0.2727825792977887,0.11374092814081738,0.21705725908083423
17,random,rfdetr-nano-coco-torch,1000,0.25806479206050253,0.27937323142280307,0.14672713918386615,0.21662412044897775
17,random,rfdetr-small-coco-torch,1000,0.25256937375565275,0.2705502001330606,0.12850348299122505,0.21364582980992702
17,random,rtdetr-l-coco-torch,1000,0.24600207342199484,0.256958169475552,0.08345735732102111,0.20478142190917722
17,random,rtdetr-v2-l-coco-torch,1000,0.24140039715314018,0.254634072681764,0.10124167144730567,0.20359222500298632
17,random,rtdetr-v2-m-coco-torch,1000,0.22910101917346054,0.241980931816995,0.10362083627799157,0.19186520525569775
17,random,rtdetr-v2-s-coco-torch,1000,0.2387217646647487,0.2511739087063294,0.09669381415970446,0.2004942741869984
17,random,rtdetr-x-coco-torch,1000,0.2409677264275349,0.2537051939718706,0.09789094258160957,0.1997241153065636
17,random,yolo11l-coco-torch,1000,0.24199557091779603,0.25337289592050305,0.08779063927968289,0.20268598066983387
17,random,yolo11m-coco-torch,1000,0.23684850063194707,0.24913908388376396,0.09623076562164301,0.19903376357330252
17,random,yolo11n-coco-torch,1000,0.24866073763949387,0.26703423519254366,0.1328773156690517,0.2051950006850909
17,random,yolo11s-coco-torch,1000,0.24191698698121575,0.25815691913489375,0.12185710749434087,0.2029770843757854
17,random,yolo11x-coco-torch,1000,0.23212555113949376,0.2454554047906103,0.10566403299840743,0.19491104716884902
17,random,yolov10l-coco-torch,1000,0.23893379359618688,0.2518428982577686,0.09988968266875109,0.20056039697834666
17,random,yolov10m-coco-torch,1000,0.24307385597789746,0.25557184127195465,0.09541267710282797,0.2032010553557365
17,random,yolov10n-coco-torch,1000,0.2570865602672808,0.27617403264744544,0.1334511221179332,0.20896492106969242
17,random,yolov10s-coco-torch,1000,0.24231347167646256,0.258981850637935,0.12458000902814015,0.20345096194125575
17,random,yolov10x-coco-torch,1000,0.23662474721732893,0.24926887443299803,0.09887669683107259,0.19780692812644896
17,random,yolov5l-coco-torch,1000,0.23597313382332413,0.24835211863546963,0.0972045077221475,0.19720497579749202
17,random,yolov5m-coco-torch,1000,0.24348745833559454,0.25665215268495745,0.09995676905222006,0.2043908230105008
17,random,yolov5n-coco-torch,1000,0.24343173556161493,0.2576710648252775,0.10746945784266437,0.19816942415853508
17,random,yolov5s-coco-torch,1000,0.24214789805199283,0.25838037241246287,0.12170104233325674,0.2028545625220647
17,random,yolov5x-coco-torch,1000,0.23312879159224564,0.24509766099771796,0.09528145706404978,0.19499565035782843
17,random,yolov8l-coco-torch,1000,0.23359958966997915,0.2451995731419686,0.09237859084842437,0.19725256690940215
17,random,yolov8m-coco-torch,1000,0.23749307989156082,0.2512232793836106,0.10631975404917182,0.1976232182674951
17,random,yolov8n-coco-torch,1000,0.24764913372592423,0.2652920008793042,0.12858442926959246,0.20276084702036884
17,random,yolov8s-coco-torch,1000,0.24341210951992429,0.2570620675286604,0.10338011169306593,0.20209096568851107
17,random,yolov8x-coco-torch,1000,0.23440574548502352,0.2460754714776056,0.09259774741564286,0.19744447263584528
17,random,yolov9c-coco-torch,1000,0.24053561561236333,0.24978328045056347,0.07267482285942684,0.20149614233177215
17,random,yolov9e-coco-torch,1000,0.23182529780555808,0.24365194554944103,0.09472216821770718,0.19439211942777862
18,properties,detection-transformer-torch,500,0.21557887626973812,0.22380090045050396,0.0721265491951868,0.17817707562450347
18,properties,dfine-large-coco-torch,500,0.24138188501878213,0.26339013958050617,0.16013337365201108,0.19076683188355473
18,properties,dfine-medium-coco-torch,500,0.24593665770672535,0.2680410321127527,0.15813206162082438,0.1954558530430075
18,properties,dfine-nano-coco-torch,500,0.2440338987368351,0.27178514685522126,0.19378870320419428,0.1981270852293367
18,properties,dfine-small-coco-torch,500,0.23061774800115747,0.253275423382598,0.17091443503831294,0.18398430656498801
18,properties,dfine-xlarge-coco-torch,500,0.24260593039342288,0.26484857955607183,0.16091196272889408,0.19275219519496384
18,properties,faster-rcnn-resnet50-fpn-coco-torch,500,0.18997318169110716,0.18987239115953478,-0.0010619477895335017,0.15428232414110754
18,properties,retinanet-resnet50-fpn-coco-torch,500,0.21406899953645553,0.2334767331056052,0.15934007831199948,0.17739910219844438
18,properties,rfdetr-base-coco-torch,500,0.26190634490379755,0.29689876033024415,0.22182858978026254,0.21652944600050553
18,properties,rfdetr-large-coco-torch,500,0.26475065968794026,0.29930923480590266,0.217590944003908,0.21651769523710512
18,properties,rfdetr-medium-coco-torch,500,0.2698482052134216,0.30574179590535544,0.22101437549103287,0.22155458212779433
18,properties,rfdetr-nano-coco-torch,500,0.2683414860476499,0.3086060357749231,0.2439216377970429,0.22331672439319578
18,properties,rfdetr-small-coco-torch,500,0.27135758731114545,0.30793387364080893,0.22345074394148934,0.2246980270212724
18,properties,rtdetr-l-coco-torch,500,0.21259240033256518,0.22524842106896803,0.10921691796967237,0.1744800765824425
18,properties,rtdetr-v2-l-coco-torch,500,0.2550040126899645,0.285967882357673,0.20483087251828325,0.20306410347662102
18,properties,rtdetr-v2-m-coco-torch,500,0.23953601927655374,0.2629111027214094,0.16991263673184265,0.19007284328088567
18,properties,rtdetr-v2-s-coco-torch,500,0.2362064432097045,0.25716003884820005,0.15632240740366188,0.1896246238884873
18,properties,rtdetr-x-coco-torch,500,0.2122629995207859,0.2236075780998047,0.09889467010950292,0.17406428950375108
18,properties,yolo11l-coco-torch,500,0.24623709298644927,0.27021838630999545,0.1696194685905641,0.1962610679051101
18,properties,yolo11m-coco-torch,500,0.2526004610777807,0.2748739822886803,0.1554973648301191,0.20233152095395024
18,properties,yolo11n-coco-torch,500,0.23549170928081592,0.26108833017732364,0.18646484891514603,0.19493447269992203
18,properties,yolo11s-coco-torch,500,0.24711755242513947,0.2696005625609384,0.15983303836654372,0.19870940983264998
18,properties,yolo11x-coco-torch,500,0.2521288677342734,0.27641871881110486,0.16802505521935396,0.20008769810009783
18,properties,yolov10l-coco-torch,500,0.2563578917301836,0.2819354469166293,0.17321227750086676,0.20534983082733907
18,properties,yolov10m-coco-torch,500,0.25707101641122376,0.28430451022608827,0.18240405187259878,0.20753979668052205
18,properties,yolov10n-coco-torch,500,0.2374003721317223,0.26498707453647063,0.19737365692451858,0.192923693647423
18,properties,yolov10s-coco-torch,500,0.25638417740004976,0.285493788466802,0.19352833819127313,0.2086469891313031
18,properties,yolov10x-coco-torch,500,0.2537815230555989,0.27981194863256825,0.17740230736777696,0.20220535832348335
18,properties,yolov5l-coco-torch,500,0.2452416879856392,0.2623087339165883,0.12589603365337776,0.19680077724806896
18,properties,yolov5m-coco-torch,500,0.24529640141722314,0.2659402635772308,0.14922608800058568,0.19839754333168816
18,properties,yolov5n-coco-torch,500,0.22370459518247918,0.24402248336807966,0.15959210186651662,0.1849616706383152
18,properties,yolov5s-coco-torch,500,0.2486735506174676,0.2705222244890903,0.15500665058230412,0.20393818481208054
18,properties,yolov5x-coco-torch,500,0.2486023238202806,0.26865338420319856,0.14370040936440898,0.19808379537085072
18,properties,yolov8l-coco-torch,500,0.250420415123117,0.2714873571320014,0.14917499935418366,0.19765913411874267
18,properties,yolov8m-coco-torch,500,0.24239258238833036,0.264756211066651,0.16180254738912647,0.1926966862764953
18,properties,yolov8n-coco-torch,500,0.2306653495953198,0.2501621682049959,0.1497993058451722,0.1873771204335007
18,properties,yolov8s-coco-torch,500,0.24221366081537582,0.25890222094371046,0.12476290628312292,0.19459544731654085
18,properties,yolov8x-coco-torch,500,0.24969083571361753,0.27200470878105426,0.15734003456985013,0.19793777628571815
18,properties,yolov9c-coco-torch,500,0.2507183850370526,0.2709524672190925,0.14377847119411136,0.19942300162640578
18,properties,yolov9e-coco-torch,500,0.2505050019898698,0.27227751466510214,0.15353452569506154,0.19902480283812485
18,random,detection-transformer-torch,1000,0.2319154152366997,0.24902906059484176,0.1327203163246803,0.18564394240015855
18,random,dfine-large-coco-torch,1000,0.23220430203254325,0.24479345190476193,0.100210480582124,0.1943738884780484
18,random,dfine-medium-coco-torch,1000,0.22794100513781054,0.24240407117141272,0.11577029823859664,0.18985029715140656
18,random,dfine-nano-coco-torch,1000,0.2417793450011083,0.26135353149935625,0.1441815442962633,0.20050083928972298
18,random,dfine-small-coco-torch,1000,0.23383652279913694,0.2503031942093241,0.12724588530414593,0.19467754067781784
18,random,dfine-xlarge-coco-torch,1000,0.22420732585661488,0.23727151106944286,0.10708852235411148,0.18935274086215817
18,random,faster-rcnn-resnet50-fpn-coco-torch,1000,0.21451760781841805,0.21977029539796056,0.047230366889564945,0.16875628822370978
18,random,retinanet-resnet50-fpn-coco-torch,1000,0.2227670095292347,0.2380885327879483,0.12456321305358853,0.18134802258685262
18,random,rfdetr-base-coco-torch,1000,0.25355391969183616,0.2696971954409967,0.11613121430063056,0.2119254443099989
18,random,rfdetr-large-coco-torch,1000,0.2500904244350766,0.26826512701697014,0.13090813201764273,0.20889202111547178
18,random,rfdetr-medium-coco-torch,1000,0.252655902743711,0.2727825792977887,0.1421217939193431,0.21226692734074418
18,random,rfdetr-nano-coco-torch,1000,0.25579074763311543,0.27937323142280307,0.16169881468754677,0.2133951165919537
18,random,rfdetr-small-coco-torch,1000,0.25156493798153845,0.2705502001330606,0.13542135798418053,0.2113331719346702
18,random,rtdetr-l-coco-torch,1000,0.24277787324290603,0.256958169475552,0.1073250544326847,0.20240804576708799
18,random,rtdetr-v2-l-coco-torch,1000,0.23897290085477954,0.254634072681764,0.11922642133269445,0.20019326056040462
18,random,rtdetr-v2-m-coco-torch,1000,0.22729579697597618,0.241980931816995,0.11769138329227746,0.18878487968963473
18,random,rtdetr-v2-s-coco-torch,1000,0.23697231483674183,0.2511739087063294,0.10988488917649042,0.19807453474445605
18,random,rtdetr-x-coco-torch,1000,0.23881461434355822,0.2537051939718706,0.11394009791862691,0.19745551804893435
18,random,yolo11l-coco-torch,1000,0.23859589300825063,0.25337289592050305,0.11324097500403041,0.19772436257699838
18,random,yolo11m-coco-torch,1000,0.23503077604577502,0.24913908388376396,0.11004972245297329,0.1953971103721894
18,random,yolo11n-coco-torch,1000,0.24684430319168776,0.26703423519254366,0.14549948258284673,0.20321209835653162
18,random,yolo11s-coco-torch,1000,0.24013367110659384,0.25815691913489375,0.13475602949539578,0.20054433207946493
18,random,yolo11x-coco-torch,1000,0.2294769561862575,0.2454554047906103,0.12595667096784136,0.19007795211955203
18,random,yolov10l-coco-torch,1000,0.23513117788547355,0.2518428982577686,0.12831209185247727,0.1965509850411329
18,random,yolov10m-coco-torch,1000,0.2397810248335057,0.25557184127195465,0.11975489147501084,0.19893799634463846
18,random,yolov10n-coco-torch,1000,0.255179076103806,0.27617403264744544,0.1462623418976371,0.20840300088016056
18,random,yolov10s-coco-torch,1000,0.2418168421247148,0.258981850637935,0.12816473675879259,0.20187467212777094
18,random,yolov10x-coco-torch,1000,0.23505123817668022,0.24926887443299803,0.11082144237836333,0.1956892632889731
18,random,yolov5l-coco-torch,1000,0.2339537619080081,0.24835211863546963,0.11258998154350441,0.19376354522498726
18,random,yolov5m-coco-torch,1000,0.2420600982223702,0.25665215268495745,0.11047821690045978,0.2011000711088633
18,random,yolov5n-coco-torch,1000,0.24299736029598512,0.2576710648252775,0.1106518473040552,0.19643710982942122
18,random,yolov5s-coco-torch,1000,0.24145747241090665,0.25838037241246287,0.12670241236206836,0.20026713032072835
18,random,yolov5x-coco-torch,1000,0.2310288564037234,0.24509766099771796,0.11150676950050731,0.19060415638819614
18,random,yolov8l-coco-torch,1000,0.23126322615441144,0.2451995731419686,0.11044308499400879,0.19302064537794414
18,random,yolov8m-coco-torch,1000,0.23364087869189706,0.2512232793836106,0.13507609405198073,0.19255146661929332
18,random,yolov8n-coco-torch,1000,0.2461167860063816,0.2652920008793042,0.13933496549535307,0.20126727598918331
18,random,yolov8s-coco-torch,1000,0.24204796170587678,0.2570620675286604,0.11340175530274599,0.20067003079762397
18,random,yolov8x-coco-torch,1000,0.23225842996186352,0.2460754714776056,0.10914643946885905,0.19401940327710349
18,random,yolov9c-coco-torch,1000,0.2372418559618598,0.24978328045056347,0.09789748037358836,0.19734307092678713
18,random,yolov9e-coco-torch,1000,0.22999486052763202,0.24365194554944103,0.10896144626893056,0.19074595808399503
ionescu,properties,detection-transformer-torch,500,0.203463271602904,0.22380090045050396,0.1734894759434843,0.16620708747323087
ionescu,properties,dfine-large-coco-torch,500,0.2255346404239808,0.26339013958050617,0.26679150763333837,0.1769461995364797
ionescu,properties,dfine-medium-coco-torch,500,0.2298311513646459,0.2680410321127527,0.26478353853948255,0.1808845468238967
ionescu,properties,dfine-nano-coco-torch,500,0.2268900144409326,0.27178514685522126,0.30308577673895887,0.1840394771752477
ionescu,properties,dfine-small-coco-torch,500,0.21505063335384872,0.253275423382598,0.2790662588011322,0.1687136705290463
ionescu,properties,dfine-xlarge-coco-torch,500,0.22618747798714905,0.26484857955607183,0.27064020410285494,0.17680509153395663
ionescu,properties,faster-rcnn-resnet50-fpn-coco-torch,500,0.18506839023085,0.18987239115953478,0.04996226555648864,0.14820627030216454
